Time (CAT);Open;High;Low;Close;Volume 
2018-04-12 23:00:00;107,315;107,778;107,203;107,335;130688,06
2018-04-15 23:00:00;107,481;107,608;107,035;107,108;112027,44
2018-04-16 23:00:00;107,103;107,211;106,883;107,004;113379,55
2018-04-17 23:00:00;107,003;107,383;106,987;107,23;113105,04
2018-04-18 23:00:00;107,23;107,515;107,181;107,363;123099,79
2018-04-19 23:00:00;107,361;107,855;107,352;107,632;131606,04
2018-04-22 23:00:00;107,765;108,753;107,659;108,701;120322,95
2018-04-23 23:00:00;108,699;109,199;108,542;108,813;147113,81
2018-04-24 23:00:00;108,808;109,454;108,786;109,421;152030,47
2018-04-25 23:00:00;109,423;109,469;109,066;109,294;138808,08
2018-04-26 23:00:00;109,294;109,536;108,964;109,045;129918,63
2018-04-29 23:00:00;109,057;109,452;109,017;109,33;90663,01
2018-04-30 23:00:00;109,33;109,887;109,235;109,861;102942,13
2018-05-01 23:00:00;109,861;110,036;109,595;109,836;121048,21
2018-05-02 23:00:00;109,837;109,916;108,929;109,191;125883,89
2018-05-03 23:00:00;109,189;109,272;108,648;109,101;125457,2
2018-05-06 23:00:00;109,105;109,397;108,757;109,089;84528,84
2018-05-07 23:00:00;109,09;109,35;108,829;109,122;114507,35
2018-05-08 23:00:00;109,121;109,832;108,995;109,742;131100,42
2018-05-09 23:00:00;109,742;110,017;109,316;109,39;153175,96
2018-05-10 23:00:00;109,386;109,567;109,152;109,369;110379,16
2018-05-13 23:00:00;109,308;109,67;109,208;109,65;103083,95
2018-05-14 23:00:00;109,651;110,454;109,647;110,346;142567
2018-05-15 23:00:00;110,346;110,404;110,039;110,392;141485,59
2018-05-16 23:00:00;110,392;110,858;110,073;110,758;133877,71
2018-05-17 23:00:00;110,749;111,081;110,609;110,748;131726,61
2018-05-20 23:00:00;110,867;111,395;110,821;111,045;113524,3
2018-05-21 23:00:00;111,043;111,185;110,796;110,894;119812,8
2018-05-22 23:00:00;110,892;110,917;109,557;110,075;186161,67
2018-05-23 23:00:00;110,07;110,102;108,955;109,25;169448,49
2018-05-24 23:00:00;109,249;109,741;109,089;109,377;147639,7
2018-05-27 23:00:00;109,744;109,832;109,234;109,41;119117,36
2018-05-28 23:00:00;109,412;109,468;108,111;108,757;232729,14
2018-05-29 23:00:00;108,755;109,073;108,35;108,904;200114,41
2018-05-30 23:00:00;108,903;109,001;108,388;108,809;178030,35
2018-05-31 23:00:00;108,799;109,733;108,721;109,508;149141,38
2018-06-03 23:00:00;109,455;109,853;109,372;109,813;123330,61
2018-06-04 23:00:00;109,811;110,004;109,472;109,782;140411,59
2018-06-05 23:00:00;109,777;110,266;109,771;110,177;150731,14
2018-06-06 23:00:00;110,178;110,22;109,476;109,694;158649,32
2018-06-07 23:00:00;109,689;109,851;109,198;109,529;156821,36
2018-06-10 23:00:00;109,274;110,117;109,273;110,033;116684,54
2018-06-11 23:00:00;110,033;110,492;109,976;110,366;146879,44
2018-06-12 23:00:00;110,358;110,846;110,271;110,336;115454,39
2018-06-13 23:00:00;110,336;110,693;109,917;110,628;131253,37
2018-06-14 23:00:00;110,628;110,904;110,387;110,632;139065,12
2018-06-17 23:00:00;110,659;110,737;110,3;110,542;101025,64
2018-06-18 23:00:00;110,539;110,574;109,55;110,056;175407,63
2018-06-19 23:00:00;110,056;110,451;109,853;110,357;134209,07
2018-06-20 23:00:00;110,355;110,756;109,841;109,98;156130,43
2018-06-21 23:00:00;109,966;110,217;109,802;109,974;145247,08
2018-06-24 23:00:00;109,828;110,042;109,367;109,75;157662,15
2018-06-25 23:00:00;109,749;110,214;109,37;110,048;164662,02
2018-06-26 23:00:00;110,046;110,489;109,685;110,258;245364,15
2018-06-27 23:00:00;110,252;110,649;109,966;110,488;175007,04
2018-06-28 23:00:00;110,488;110,942;110,373;110,671;172623,66
2018-07-01 23:00:00;110,561;111,062;110,561;110,893;157251,24
2018-07-02 23:00:00;110,892;111,133;110,507;110,568;162899,49
2018-07-03 23:00:00;110,565;110,604;110,278;110,458;129409,9
2018-07-04 23:00:00;110,459;110,727;110,288;110,632;166550,95
2018-07-05 23:00:00;110,625;110,785;110,381;110,452;138187,45
2018-07-08 23:00:00;110,382;110,901;110,349;110,844;129140,43
2018-07-09 23:00:00;110,844;111,353;110,783;110,993;136012,62
2018-07-10 23:00:00;110,991;112,175;110,767;111,989;191048,85
2018-07-11 23:00:00;111,989;112,624;111,916;112,537;157748,13
2018-07-12 23:00:00;112,525;112,8;112,276;112,337;133993,35
2018-07-15 23:00:00;112,196;112,562;112,196;112,283;118635,77
2018-07-16 23:00:00;112,283;112,924;112,222;112,875;170329,83
2018-07-17 23:00:00;112,868;113,136;112,709;112,861;150960,8
2018-07-18 23:00:00;112,863;113,173;112,051;112,462;172418,69
2018-07-19 23:00:00;112,462;112,621;111,383;111,44;202332,38
2018-07-22 23:00:00;111,381;111,543;110,75;111,339;167638,43
2018-07-23 23:00:00;111,337;111,512;110,96;111,196;159296,45
2018-07-24 23:00:00;111,195;111,383;110,659;110,969;178378,56
2018-07-25 23:00:00;110,967;111,248;110,59;111,22;156507,7
2018-07-26 23:00:00;111,218;111,249;110,797;111,006;141522,14
2018-07-29 23:00:00;110,931;111,164;110,89;111,059;118891,42
2018-07-30 23:00:00;111,059;111,958;110,75;111,823;169732,93
2018-07-31 23:00:00;111,823;112,15;111,391;111,718;149919,84
2018-08-01 23:00:00;111,718;111,737;111,315;111,656;151488,34
2018-08-02 23:00:00;111,65;111,876;111,101;111,255;140927,13
2018-08-05 23:00:00;111,211;111,526;111,155;111,401;113405,57
2018-08-06 23:00:00;111,401;111,478;110,994;111,378;121455,03
2018-08-07 23:00:00;111,377;111,438;110,837;110,978;129058,69
2018-08-08 23:00:00;110,998;111,183;110,707;111,079;132727,22
2018-08-09 23:00:00;111,066;111,169;110,511;110,807;183143,03
2018-08-12 23:00:00;110,425;110,933;110,11;110,676;168682,06
2018-08-13 23:00:00;110,667;111,315;110,587;111,143;148063,2
2018-08-14 23:00:00;111,142;111,431;110,432;110,738;160210,98
2018-08-15 23:00:00;110,735;111,121;110,46;110,888;155438,96
2018-08-16 23:00:00;110,886;111,052;110,315;110,487;130584,48
2018-08-19 23:00:00;110,582;110,684;110,019;110,065;97376,99
2018-08-20 23:00:00;110,067;110,547;109,775;110,274;115191,74
2018-08-21 23:00:00;110,271;110,615;110,027;110,547;123356,3
2018-08-22 23:00:00;110,544;111,315;110,519;111,269;118725,65
2018-08-23 23:00:00;111,269;111,486;111,103;111,204;120710,51
2018-08-26 23:00:00;111,32;111,346;110,936;111,073;100678,88
2018-08-27 23:00:00;111,073;111,355;110,955;111,187;114624,41
2018-08-28 23:00:00;111,188;111,826;111,122;111,676;126200,72
2018-08-29 23:00:00;111,676;111,754;110,952;110,964;122346,19
2018-08-30 23:00:00;110,964;111,135;110,684;111,065;133804,34
2018-09-02 23:00:00;111,064;111,188;110,85;111,035;93490,07
